train_node_idx,train_label,train_pred_label
909,2,2
301,2,2
138,2,2
449,2,2
150,1,1
780,2,1
851,2,2
153,2,2
502,2,2
739,2,2
883,1,1
176,2,2
390,2,2
904,1,1
206,2,1
327,2,2
867,2,2
226,2,0
708,2,2
543,2,2
558,2,2
652,2,1
755,1,1
928,2,2
172,1,1
217,0,0
915,2,1
852,2,2
681,2,2
597,2,2
201,2,1
671,1,1
850,0,0
601,2,1
875,2,2
461,1,1
163,2,1
263,2,2
553,2,1
698,2,0
522,2,2
264,2,2
600,2,2
184,1,1
229,1,1
585,1,1
485,1,1
249,2,2
246,1,1
281,2,0
251,2,2
800,2,2
463,2,2
929,1,1
353,2,1
219,2,1
345,2,2
624,2,2
469,1,1
776,2,1
663,2,2
319,1,1
604,2,2
676,2,1
925,2,2
899,2,1
399,2,2
632,1,1
694,2,2
839,2,2
279,0,0
400,2,2
385,2,2
292,2,2
830,2,2
364,2,1
374,2,1
914,2,2
560,2,1
873,0,0
362,2,2
748,2,2
477,2,1
122,2,1
151,2,2
360,1,1
545,2,2
392,2,1
712,2,1
276,2,1
132,2,2
459,2,2
309,2,2
130,2,1
370,2,2
299,2,2
237,1,1
211,1,1
165,2,2
765,2,2
148,2,2
699,2,2
617,2,2
255,2,1
425,2,1
235,2,2
403,0,0
672,2,1
433,2,1
680,2,2
697,2,1
655,2,2
225,2,1
306,2,2
508,2,2
535,2,1
173,0,0
369,2,2
770,1,1
922,0,0
552,2,2
588,2,2
856,1,1
534,2,2
336,2,2
419,1,1
920,2,1
435,0,0
871,2,2
286,2,2
391,2,2
556,2,2
659,2,2
431,2,2
587,2,2
438,2,1
692,2,2
437,1,1
701,0,0
796,2,2
719,1,1
468,2,2
870,2,2
656,2,2
607,2,1
648,2,2
503,2,2
640,2,2
799,2,2
492,2,2
669,2,1
918,2,2
627,1,1
348,2,1
355,1,1
208,2,2
547,2,2
144,2,2
557,2,2
687,1,1
278,2,2
312,2,2
394,1,1
515,2,1
855,2,2
906,2,2
709,2,2
351,2,2
540,2,2
685,2,2
453,2,1
271,0,0
178,2,0
631,2,2
616,2,2
344,2,2
542,2,2
578,1,1
496,2,2
705,0,0
377,2,2
518,2,2
577,0,0
473,2,2
412,2,1
476,2,2
493,2,2
499,2,2
550,2,2
757,2,2
910,2,2
446,2,2
792,1,1
291,2,2
420,2,2
155,2,1
646,0,0
241,2,2
819,1,1
660,2,1
574,2,2
386,2,2
661,2,2
668,2,2
801,2,2
429,2,1
387,2,1
622,2,1
741,1,1
859,2,2
559,2,2
439,2,2
401,2,2
315,2,1
726,1,1
575,2,2
615,2,2
320,2,2
927,2,2
521,2,2
204,2,1
728,2,2
222,2,2
216,1,1
501,2,2
715,2,2
384,2,2
310,2,2
626,2,2
233,2,0
810,2,1
772,2,2
618,0,0
221,2,2
569,2,2
234,2,1
599,0,0
371,2,1
548,2,2
472,2,2
442,0,0
454,0,0
821,2,1
710,1,1
141,2,2
189,1,1
637,2,1
838,2,2
254,2,0
152,2,2
127,2,2
450,2,2
825,1,1
716,1,1
396,2,2
782,2,1
288,2,2
520,2,1
823,2,2
297,2,1
608,1,1
430,2,2
725,2,2
432,2,2
303,2,2
820,1,1
168,2,1
732,2,2
298,0,0
525,2,2
146,0,0
934,2,2
734,2,2
195,2,2
427,2,2
562,2,2
416,2,1
210,2,2
853,2,2
363,0,0
512,2,2
901,0,0
393,2,2
764,2,2
317,2,1
768,1,1
730,2,2
256,2,2
554,2,1
740,2,2
524,2,2
169,2,2
283,2,2
218,2,2
462,2,2
769,0,0
603,1,1
275,2,0
629,2,2
509,2,2
258,2,1
280,2,2
752,2,1
313,2,2
714,2,2
794,2,2
658,2,2
167,2,0
666,0,0
817,2,2
723,2,1
625,2,1
478,2,2
887,2,2
440,0,0
818,2,2
418,2,2
613,2,2
243,2,2
289,2,2
568,2,0
695,2,1
238,2,2
145,2,2
879,1,1
897,2,2
816,1,1
628,2,2
495,2,2
528,2,2
675,2,1
491,2,2
756,2,2
133,2,2
161,2,2
774,0,0
614,2,1
356,2,2
513,1,1
308,2,1
787,0,0
809,2,1
749,2,2
194,2,2
198,2,2
605,2,2
811,2,1
527,2,2
691,2,2
191,1,1
212,2,1
862,2,2
487,2,2
900,2,2
142,2,1
215,0,0
147,2,1
186,2,2
679,2,0
383,2,2
305,0,0
526,1,1
634,2,2
788,2,2
623,2,2
171,2,2
257,2,2
397,2,0
591,2,2
876,2,2
236,2,2
149,1,1
802,0,0
483,2,1
423,2,2
164,2,2
436,2,2
854,2,2
737,2,2
347,2,2
905,2,2
447,2,1
267,2,1
711,2,2
662,2,2
270,2,1
428,2,2
869,2,2
829,2,2
466,2,1
265,2,2
735,1,1
827,1,1
771,2,2
931,2,2
417,2,2
834,2,2
382,2,1
284,0,0
729,0,0
895,2,2
366,2,1
352,2,2
649,2,2
571,2,2
357,2,2
388,2,1
636,2,2
207,2,2
647,2,2
523,2,2
713,2,2
498,2,2
630,2,1
610,2,2
857,2,2
868,0,0
311,2,2
791,2,2
125,2,2
576,1,1
470,2,2
783,2,2
444,2,2
330,1,1
156,2,1
181,2,2
294,2,1
565,2,2
592,2,2
638,2,2
551,2,2
484,2,2
475,0,0
564,2,2
781,2,2
183,2,2
467,2,1
836,2,1
197,2,2
621,2,1
245,2,2
824,1,1
580,2,2
335,1,1
863,2,2
683,2,2
166,2,2
686,0,0
793,2,1
490,2,2
154,0,0
180,2,2
743,2,2
777,0,0
140,2,2
514,2,2
572,2,2
361,2,2
650,2,1
137,1,1
773,1,1
786,2,1
635,2,2
549,1,1
733,2,2
220,2,1
529,1,1
596,2,1
193,2,2
667,2,2
751,1,1
464,2,2
718,2,2
451,0,0
872,0,0
266,2,1
844,2,1
445,2,2
368,2,2
333,2,2
203,2,2
296,2,2
511,2,2
882,2,2
874,2,2
620,2,2
677,2,1
136,2,2
227,1,1
639,2,2
682,2,1
404,2,2
341,2,1
645,1,1
411,2,1
488,2,2
389,2,2
334,2,2
123,2,2
806,2,2
458,2,2
598,2,1
833,2,2
455,2,2
381,2,2
507,2,2
331,2,1
754,2,2
480,1,1
720,1,1
318,2,2
892,0,0
248,2,1
426,2,1
590,2,2
932,2,2
689,2,2
848,2,1
919,1,1
612,2,2
804,0,0
889,2,2
727,2,2
722,2,1
797,2,2
205,1,1
567,2,2
579,2,1
482,2,2
643,2,1
641,1,1
272,1,1
465,2,2
182,1,1
653,2,2
326,2,1
379,2,2
131,1,1
261,2,2
731,2,2
277,2,2
742,2,1
704,2,2
916,2,2
921,1,1
242,1,1
721,2,2
717,2,2
767,2,1
884,2,2
395,2,2
589,2,1
230,1,1
761,2,1
380,1,1
224,2,2
913,2,2
573,2,1
706,2,1
232,1,1
861,1,1
924,2,2
274,2,1
611,2,2
322,2,2
907,2,1
162,2,2
177,2,1
328,2,2
815,1,1
917,0,0
619,2,2
654,2,2
812,2,2
784,2,2
684,1,1
866,1,1
531,2,2
760,2,1
302,2,2
803,2,1
886,2,1
865,1,1
398,2,2
250,2,2
842,2,1
129,2,2
252,2,2
517,2,2
878,2,2
457,2,2
536,2,2
407,2,2
738,2,1
746,2,2
354,2,1
343,2,2
290,1,1
813,2,1
158,2,2
880,2,2
563,0,0
304,2,2
902,0,0
606,2,2
421,2,0
537,1,1
762,2,0
293,1,1
422,2,2
700,0,0
707,2,2
413,2,2
443,2,2
124,2,0
196,2,2
747,2,1
930,2,1
269,2,1
785,0,0
375,2,2
908,2,0
295,2,2
126,2,2
448,2,2
693,2,1
664,2,2
840,2,2
200,2,1
724,2,0
826,2,2
213,1,1
674,2,2
789,1,1
633,2,1
376,2,1
581,2,2
894,0,0
530,2,2
860,2,2
479,2,2
570,2,2
143,2,1
561,2,2
750,2,1
805,2,2
342,2,2
