train_node_idx,train_label,train_pred_label
909,2,1
301,2,2
138,2,2
449,2,2
150,1,1
780,2,2
851,2,2
153,2,2
502,2,2
739,2,1
883,1,1
176,2,2
390,2,2
904,1,1
206,2,0
327,2,2
867,2,2
226,2,2
708,2,2
543,2,1
558,2,2
652,2,1
755,1,1
928,2,2
172,1,1
217,0,0
915,2,1
852,2,0
681,2,1
597,2,2
201,2,0
671,1,1
850,0,0
601,2,0
875,2,2
461,1,1
163,2,1
263,2,1
553,2,1
698,2,2
522,2,2
264,2,2
600,2,0
184,1,1
229,1,1
585,1,1
485,1,1
249,2,2
246,1,1
281,2,2
251,2,2
800,2,2
463,2,2
929,1,1
353,2,2
219,2,1
345,2,2
624,2,2
469,1,1
776,2,1
663,2,2
319,1,1
604,2,2
676,2,2
925,2,2
899,2,1
399,2,2
632,1,1
694,2,0
839,2,2
279,0,0
400,2,2
385,2,2
292,2,2
830,2,2
364,2,1
374,2,1
914,2,2
560,2,2
873,0,0
362,2,2
748,2,2
477,2,1
122,2,0
151,2,2
360,1,1
545,2,2
392,2,2
712,2,2
276,2,1
132,2,2
459,2,2
309,2,2
130,2,2
370,2,2
299,2,2
237,1,1
211,1,1
165,2,2
765,2,2
148,2,2
699,2,2
617,2,2
255,2,1
425,2,0
235,2,2
403,0,0
672,2,2
433,2,2
680,2,2
697,2,2
655,2,2
225,2,1
306,2,0
508,2,2
535,2,1
173,0,0
369,2,2
770,1,1
922,0,0
552,2,2
588,2,2
856,1,1
534,2,2
336,2,2
419,1,1
920,2,2
435,0,0
871,2,2
286,2,2
391,2,2
556,2,2
659,2,1
431,2,2
587,2,2
438,2,2
692,2,2
437,1,1
701,0,0
796,2,2
719,1,1
468,2,2
870,2,2
656,2,2
607,2,1
648,2,2
503,2,2
640,2,2
799,2,2
492,2,2
669,2,0
918,2,2
627,1,1
348,2,2
355,1,1
208,2,2
547,2,2
144,2,2
557,2,2
687,1,1
278,2,2
312,2,2
394,1,1
515,2,2
855,2,2
906,2,1
709,2,2
351,2,2
540,2,2
685,2,2
453,2,2
271,0,0
178,2,0
631,2,2
616,2,2
344,2,2
542,2,2
578,1,1
496,2,2
705,0,0
377,2,2
518,2,2
577,0,0
473,2,2
412,2,1
476,2,2
493,2,2
499,2,2
550,2,2
757,2,2
910,2,2
446,2,2
792,1,1
291,2,2
420,2,2
155,2,1
646,0,0
241,2,2
819,1,1
660,2,2
574,2,2
386,2,2
661,2,2
668,2,2
801,2,0
429,2,2
387,2,1
622,2,2
741,1,1
859,2,2
559,2,2
439,2,2
401,2,2
315,2,1
726,1,1
575,2,2
615,2,1
320,2,0
927,2,0
521,2,2
204,2,2
728,2,2
222,2,2
216,1,1
501,2,2
715,2,2
384,2,2
310,2,2
626,2,2
233,2,2
810,2,2
772,2,2
618,0,0
221,2,2
569,2,2
234,2,1
599,0,0
371,2,2
548,2,2
472,2,2
442,0,0
454,0,0
821,2,2
710,1,1
141,2,2
189,1,1
637,2,2
838,2,2
254,2,0
152,2,1
127,2,2
450,2,1
825,1,1
716,1,1
396,2,2
782,2,1
288,2,2
520,2,1
823,2,2
297,2,2
608,1,1
430,2,1
725,2,2
432,2,2
303,2,2
820,1,1
168,2,0
732,2,2
298,0,0
525,2,2
146,0,0
934,2,2
734,2,2
195,2,2
427,2,1
562,2,2
416,2,2
210,2,2
853,2,1
363,0,0
512,2,2
901,0,0
393,2,2
764,2,2
317,2,2
768,1,1
730,2,2
256,2,2
554,2,2
740,2,2
524,2,2
169,2,2
283,2,0
218,2,2
462,2,2
769,0,0
603,1,1
275,2,0
629,2,2
509,2,2
258,2,2
280,2,2
752,2,2
313,2,2
714,2,2
794,2,2
658,2,1
167,2,2
666,0,0
817,2,2
723,2,1
625,2,1
478,2,2
887,2,2
440,0,0
818,2,2
418,2,2
613,2,2
243,2,2
289,2,2
568,2,1
695,2,1
238,2,2
145,2,2
620,2,2
677,2,1
136,2,2
227,1,1
639,2,2
682,2,1
404,2,0
341,2,2
645,1,1
411,2,1
488,2,2
389,2,2
334,2,2
123,2,2
806,2,2
458,2,2
598,2,2
833,2,2
455,2,2
381,2,1
507,2,2
331,2,2
754,2,2
480,1,1
720,1,1
318,2,2
892,0,0
248,2,2
426,2,1
590,2,2
932,2,2
689,2,2
848,2,2
919,1,1
612,2,2
804,0,0
889,2,2
727,2,2
722,2,2
797,2,2
205,1,1
567,2,2
579,2,1
482,2,2
643,2,2
641,1,1
272,1,1
465,2,2
182,1,1
653,2,2
326,2,1
379,2,2
131,1,1
261,2,2
731,2,2
277,2,2
742,2,2
704,2,2
916,2,2
