train_node_idx,train_label,train_pred_label
909,2,1
301,2,0
138,2,1
449,2,1
150,1,1
780,2,1
851,2,1
153,2,1
502,2,1
739,2,1
883,1,1
176,2,1
390,2,1
904,1,1
206,2,1
327,2,0
867,2,1
226,2,1
708,2,1
543,2,1
558,2,1
652,2,1
755,1,1
928,2,1
172,1,1
217,0,1
915,2,1
852,2,1
681,2,1
597,2,1
201,2,1
671,1,1
850,0,1
601,2,1
875,2,1
461,1,1
163,2,1
263,2,1
553,2,1
698,2,1
522,2,0
264,2,1
600,2,0
184,1,1
229,1,1
585,1,1
485,1,1
249,2,1
246,1,1
281,2,1
251,2,1
800,2,1
463,2,1
929,1,1
353,2,1
219,2,1
345,2,1
624,2,0
469,1,1
776,2,1
663,2,1
319,1,1
604,2,1
676,2,1
925,2,1
899,2,1
399,2,1
632,1,1
694,2,1
839,2,1
279,0,1
400,2,1
385,2,1
292,2,1
830,2,1
364,2,1
374,2,1
914,2,1
560,2,1
873,0,1
362,2,1
748,2,1
477,2,1
122,2,1
151,2,1
360,1,1
545,2,1
392,2,1
712,2,1
276,2,1
132,2,1
459,2,1
309,2,1
130,2,1
370,2,1
299,2,1
237,1,1
211,1,1
165,2,1
765,2,1
148,2,1
699,2,1
617,2,1
255,2,1
425,2,1
235,2,1
403,0,0
672,2,1
433,2,1
680,2,1
697,2,1
655,2,0
225,2,1
306,2,1
508,2,1
535,2,0
173,0,1
369,2,1
770,1,1
922,0,1
552,2,0
588,2,1
856,1,0
534,2,1
336,2,1
419,1,1
920,2,0
435,0,1
871,2,1
286,2,1
391,2,1
556,2,1
659,2,1
431,2,0
587,2,1
438,2,0
692,2,1
437,1,1
701,0,1
796,2,1
719,1,1
468,2,1
870,2,1
656,2,1
607,2,1
648,2,1
503,2,1
640,2,1
799,2,1
492,2,1
669,2,1
918,2,1
627,1,1
348,2,1
355,1,1
208,2,1
547,2,1
144,2,1
557,2,1
687,1,1
278,2,1
312,2,1
394,1,1
515,2,1
855,2,1
906,2,1
709,2,1
351,2,1
540,2,1
685,2,1
453,2,1
271,0,1
178,2,1
631,2,0
616,2,1
344,2,1
542,2,1
578,1,1
496,2,1
705,0,1
377,2,1
518,2,1
577,0,1
473,2,1
412,2,1
476,2,1
493,2,1
499,2,1
550,2,1
757,2,1
910,2,1
446,2,1
792,1,1
291,2,1
420,2,1
155,2,1
646,0,1
241,2,1
819,1,1
660,2,1
574,2,1
386,2,0
661,2,1
668,2,1
801,2,1
429,2,0
387,2,1
622,2,1
741,1,1
859,2,1
559,2,1
439,2,0
401,2,1
315,2,1
726,1,1
575,2,1
615,2,1
320,2,1
927,2,1
521,2,1
204,2,1
728,2,1
222,2,1
216,1,1
501,2,0
715,2,1
384,2,0
310,2,1
626,2,1
233,2,1
810,2,1
772,2,0
618,0,1
221,2,1
569,2,1
234,2,1
599,0,1
371,2,1
548,2,1
472,2,1
442,0,0
454,0,1
821,2,0
710,1,1
141,2,1
189,1,1
637,2,1
838,2,1
254,2,1
152,2,1
127,2,1
450,2,1
825,1,1
716,1,1
396,2,1
782,2,1
288,2,1
520,2,1
823,2,1
297,2,0
608,1,1
430,2,0
725,2,1
432,2,1
303,2,1
820,1,1
168,2,1
732,2,1
298,0,0
525,2,1
146,0,1
934,2,1
734,2,1
195,2,1
427,2,1
562,2,1
416,2,1
210,2,1
853,2,1
363,0,1
512,2,1
901,0,1
393,2,1
764,2,1
317,2,1
768,1,1
730,2,1
256,2,1
554,2,1
740,2,1
524,2,1
169,2,1
283,2,1
218,2,1
462,2,1
769,0,1
603,1,1
275,2,1
629,2,1
509,2,1
258,2,1
280,2,1
752,2,1
313,2,1
714,2,1
794,2,1
658,2,1
167,2,1
666,0,1
817,2,1
723,2,1
625,2,1
478,2,1
887,2,0
440,0,1
818,2,1
418,2,1
613,2,1
243,2,1
289,2,1
568,2,0
695,2,1
238,2,1
145,2,0
879,1,1
897,2,0
816,1,1
628,2,1
495,2,1
528,2,1
675,2,1
491,2,1
756,2,1
133,2,1
161,2,1
774,0,1
614,2,1
356,2,1
513,1,1
308,2,1
787,0,1
809,2,1
749,2,1
194,2,1
198,2,1
605,2,0
811,2,1
527,2,1
691,2,1
191,1,1
212,2,1
862,2,1
487,2,1
900,2,1
142,2,0
215,0,1
147,2,1
186,2,1
679,2,1
383,2,1
305,0,1
526,1,1
634,2,1
788,2,1
623,2,1
171,2,1
257,2,1
397,2,1
591,2,1
876,2,1
236,2,1
149,1,1
802,0,1
483,2,0
423,2,1
164,2,1
436,2,1
854,2,1
737,2,0
347,2,1
905,2,1
447,2,1
267,2,1
711,2,1
662,2,1
270,2,1
428,2,1
869,2,1
829,2,1
466,2,1
265,2,1
735,1,0
827,1,1
771,2,1
931,2,1
417,2,1
834,2,1
382,2,1
284,0,1
729,0,1
895,2,0
366,2,1
352,2,1
649,2,1
571,2,1
357,2,1
388,2,1
636,2,1
207,2,0
647,2,1
523,2,1
713,2,1
498,2,1
630,2,1
610,2,1
857,2,1
868,0,1
311,2,1
791,2,1
125,2,1
576,1,1
470,2,1
783,2,1
444,2,1
330,1,0
156,2,1
181,2,1
294,2,1
565,2,1
592,2,0
638,2,1
551,2,1
484,2,1
475,0,1
564,2,1
781,2,1
183,2,1
467,2,1
836,2,1
197,2,1
621,2,1
245,2,1
824,1,1
580,2,1
335,1,1
863,2,1
683,2,1
166,2,1
686,0,1
793,2,0
490,2,1
154,0,1
180,2,1
743,2,1
777,0,1
140,2,0
514,2,1
572,2,0
361,2,1
650,2,1
137,1,1
773,1,1
786,2,1
635,2,0
549,1,1
733,2,1
220,2,1
529,1,0
596,2,1
193,2,1
667,2,1
751,1,1
464,2,1
718,2,0
451,0,1
872,0,1
266,2,1
844,2,1
445,2,1
368,2,0
333,2,1
203,2,1
296,2,1
511,2,1
882,2,1
874,2,1
620,2,1
677,2,1
136,2,1
227,1,1
639,2,1
682,2,1
404,2,1
341,2,1
645,1,1
411,2,1
488,2,1
389,2,1
334,2,1
123,2,1
806,2,1
458,2,1
598,2,1
833,2,0
455,2,0
381,2,1
507,2,0
331,2,1
754,2,1
480,1,1
720,1,1
318,2,0
892,0,1
248,2,1
426,2,1
590,2,1
932,2,1
689,2,1
848,2,1
919,1,1
612,2,1
804,0,1
889,2,1
727,2,0
722,2,1
797,2,1
205,1,1
567,2,1
579,2,1
482,2,1
643,2,1
641,1,1
272,1,1
465,2,1
182,1,1
653,2,1
326,2,1
379,2,1
131,1,1
261,2,1
731,2,1
277,2,1
742,2,0
704,2,1
916,2,1
921,1,0
242,1,1
721,2,1
717,2,1
767,2,1
884,2,1
395,2,1
589,2,1
230,1,1
761,2,1
380,1,1
224,2,1
913,2,1
573,2,0
706,2,1
232,1,1
861,1,1
924,2,1
274,2,0
611,2,1
322,2,1
907,2,1
162,2,1
177,2,1
328,2,1
815,1,1
917,0,1
619,2,1
654,2,1
812,2,1
784,2,1
684,1,1
866,1,1
531,2,1
760,2,1
302,2,0
803,2,1
886,2,0
865,1,1
398,2,1
250,2,1
842,2,1
129,2,1
252,2,1
517,2,1
878,2,1
457,2,1
536,2,1
407,2,1
738,2,1
746,2,1
354,2,1
343,2,1
290,1,1
813,2,1
158,2,1
880,2,1
563,0,1
304,2,1
902,0,1
606,2,1
421,2,1
537,1,1
762,2,1
293,1,1
422,2,1
700,0,1
707,2,1
413,2,1
443,2,1
124,2,1
196,2,1
747,2,1
930,2,1
269,2,1
785,0,1
375,2,1
908,2,0
295,2,1
126,2,1
448,2,0
693,2,1
664,2,1
840,2,1
200,2,0
724,2,1
826,2,1
213,1,1
674,2,0
789,1,1
633,2,1
376,2,1
581,2,1
894,0,1
530,2,1
860,2,0
479,2,1
570,2,0
143,2,1
561,2,1
750,2,1
805,2,1
342,2,1
